codigo_de_osinergmin,razon_social,ruc,direccion,distrito,n
16713,FERRETERIA LOS HUERTOS DE SANTA ROSA S.A.C.,20508970791,"ANTIGUA PANAMERICANA SUR, ESQ. CON AV. LOS ALAMOS MZ. A, LOTE 1",LURIN,267
16723,SERVICENTRO SMILE S.A.,20377674686,"CALLE LOS ORFEBREROS N° 129, URB. INDUSTRIAL EL ARTESANO",ATE,1123
16725,ESTACION DE SERVICIOS MAYORAZGO S.A.,20137374448,AV. PROLOGACION JAVIER PRADO ESQ. CON LA AV. B URB. LOS PORTALES DE JAVIER PRADO,ATE,222
16725,ESTACION DE SERVICIOS MAYORAZGO S.A.,20137374448,"AV. PROLONGACION JAVIER PRADO ESQ. CON LA AV. B, URB. LOS PORTALES DE JAVIER PRADO",ATE,55
16728,ASESORIA COMERCIAL S.A.,20100094569,AV. BRASIL N° 4191 - 4193 ESQ. CON AV. DEL EJERCITO Y JR. HIPOLITO UNANUE,MAGDALENA DEL MAR,1139
16737,INVERSIONES EL PIBE S.A.C.,20520961543,"AV. TOMAS VALLE MZ. I, LOTE 9 - A, URB. SAN PEDRO DE GARAGAY",SAN MARTIN DE PORRES,132
16742,V & Q ASOCIADOS S.A.,20189815051,"ESQ. AV. SAN MARTIN Y AV. LIBERTAD MZ. K, LOTE 4, 5 Y 6 COOP. CANTO GRANDE",SAN JUAN DE LURIGANCHO,101
16744,REPRESENTACIONES  SANFLOR  S.R.L.,20372554089,"AV. UNIVERSITARIA Y AV. GERARDO UNGER MZ. A, LOTES 1, 2, 47 Y SUB-LOTE 48 ¿ URB. INDUSTRIAL INFANTAS III ETAPA",LOS OLIVOS,690
16750,KRE S.A.,20298506581,AV. PETIT THOUARS  N° 2795,SAN ISIDRO,561
16756,ESTACION DE SERVICIOS GRIFO MASTER S.R.L.,20371826727,"AV. ALFREDO MENDIOLA ESQUINA CON CALLE 12, MANZANA E LOTES 05 AL 13 Y 16 AL 23 - ASOCIACION DE VIVIENDA RIO SANTA",LOS OLIVOS,952
16766,COESTI S.A.,20127765279,AV.  DEL EJERCITO N° 110 - 112 ESQUINA CON AV. BRASIL,MAGDALENA DEL MAR,806
16772,INVERSIONES LECAP S.A.C.,20508385791,"ESQUINA AV. A CON CALLE 1, MZ. B. LOTES 12, 13 Y 14",ATE,46
16774,INVERSIONES PICORP S.A.C.,20428254687,"AV. JOSE GRANDA N° 3210,  URB. EL ESTABLO",SAN MARTIN DE PORRES,639
16775,REPSOL COMERCIAL S.A.C.,20503840121,AV. NICOLAS AYLLON Nº 1912,ATE,827
16781,CIRILA SIMEONA RIVERA CACERES,10071135336,"AA. HH. VICENTELO BAJO, COMITE 3, MZ. G (PISTA AUXILIAR VIA EVITAMIENTO - PUENTE PEDRO HUILCA)",EL AGUSTINO,47
16796,PETRO EXPLORIUM S.A.C.,20523706803,LOTE N° 08 MZ. M URB. LA CAMPIÑA 3ERA ETAPA,CHORRILLOS,152
16803,COESTI S.A.,20127765279,AV JAVIER PRADO N° 2504 ESQUINA CALLE FLORA TRISTAN,MAGDALENA DEL MAR,856
16804,SERVICENTRO LOS ROSALES S.A.,20137926742,AV PROLONGACION PASEO DE LA REPUBLICA Nº 7807,SANTIAGO DE SURCO,444
16804,SERVICENTRO LOS ROSALES S.A.,20137926742,AV. AYACUCHO Nº 140,SANTIAGO DE SURCO,179
16805,COESTI S.A.,20127765279,AV.  SANTIAGO DE SURCO CON AV. LOS PROCERES,SANTIAGO DE SURCO,346
16805,COESTI S.A.,20127765279,ESQ. AV. TOMAS MARSANO Y LOS PROCERES,SANTIAGO DE SURCO,652
16806,EMPRESA DE TRANSPORTES E IMPORTACIONES Y SERVICIOS  S.A.,20111641022,"AV UNIVERSITARIA ESQ. CARLOS IZAGUIRRE, MZ. A LOTES 1 2 3 Y 4 ASOCIACION DE VIVIENDA SAN JUAN DE DIOS",LOS OLIVOS,850
16817,ESTACION DE SERVICIOS MONTE EVEREST S.A.C.,20511193045,"AV. AVIACION N° 4269,4285 Y CALLE CLARA BARTON N° 121",SURQUILLO,833
17856,NEGOCIACIONES COMERCIALES NUEVO PERU E.I.R.L.,20419028330,"AA.HH. SANTA MARIA, MZ. C1, LOTE 21",SAN JUAN DE LURIGANCHO,77
17859,MERRILL PERU ENTERPRISES S.A.C.,20510531923,"JR. ABTAO N° 784, ESQ. CON JR. HIPOLITO UNANUE",LA VICTORIA,221
17860,MELVIN TEOBALDO HUMARI EULOGIO,10107007453,JR. JOSE CARLOS MARIATEGUI 540 URB. UNIVERSAL,SANTA ANITA,122
17861,SERVICENTRO PIZARRO S.A.C.,20427140467,AV. FRANCISCO PIZARRO 800 CON AV. TARAPACA 101,RIMAC,928
17862,SERVICENTRO BERNY S.R.L.,20295884909,"PUEBLO JOVEN JOSE CARLOS MARIATEGUI, ETAPA PRIMERA. AV. JULIO C. TELLO N° 101. MZ. E. LOTE 01",VILLA MARIA DEL TRIUNFO,273
17864,SEGUNDO BELLO RAMIREZ,10103792946,ESQ. AV. PROLONGACION PACASMAYO Y AV. EL SOL DE NARANJAL. PARCELA II EX-FUNDO EL NARANJAL,SAN MARTIN DE PORRES,123
17865,VILMA ROSA MELENDEZ PELAEZ,10070702075,"AV. EL RETABLO ESQUINA CON CALLE 6, MZ. C, LOTE 1, URB. EL RETABLO",COMAS,758
17867,REPSOL COMERCIAL S.A.C.,20503840121,AV. ARGENTINA Nº 3003 - 3005,LIMA,1259
17868,INVERSIONES JIARA S.A.C.,20551615856,"AV. LAS TORRES N° 508, ESQUINA CON EL JR. MARISCAL ORBEGOSO, URB. EL PINO",SAN LUIS,262
17869,SERVICENTRO MUSA E.I.R.L.,20264395586,"AV. LA MOLINA ESTE Nº 2295, ESQUINA PUNTA PEJERREY - URB.  EL SOL DE LA MOLINA",LA MOLINA,259
17870,ESTACION DE SERVICIO MONACO S.R.L. (OPERADOR EXLUSIVO DE C.L. Y GLP),20420076178,AV. NICOLAS DUEÑAS Nº 308 - 310 ESQ. CON AV. ENRIQUE MEIGGS,LIMA,464
17879,ESTACIONES DE SERVICIO GASOLINAS DE AMERICA SAC,20536053621,AV. GENERAL GARZON N° 688,JESUS MARIA,466
17880,ESTACION DE SERVICIOS VILLA S.A.C.,20547441533,"AV. MARIA REICHE S/N SECTOR II,AMPLIACION 4TA. ETAPA, SECTOR 2, MZ. N, LOTE 22. PROG.HABITACIONAL PACHACAMAC",VILLA EL SALVADOR,160
17881,INVERSIONES MARSUL E.I.R.L.,20507704515,AV MARAÑON MZ. A - LT. 1 ESQ. CON CALLE N° 1,LOS OLIVOS,259
17904,NEGOCIACION OLIMPO S.A.,20261453411,"AV. SEPARADORA INDUSTRIAL MZ. A, LTS. 32,35 URB. OLIMPO",ATE,92
17905,CEPOCAR S.R.L.,20348783743,AV. STA. ROSA N 496 ESQ. CALLE LA PILA,SAN JUAN DE LURIGANCHO,210
17906,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,20330033313,"AV. PROCERES DE LA INDEPENDENCIA N° 3299, ESQ. CON AV. EL BOSQUE, URB. CANTO GRANDE, MZ. B - LT. 06",SAN JUAN DE LURIGANCHO,722
17907,ECAMEL S.A.C.,20492665704,CARRETERA CENTRAL KM. 15.1,ATE,95
17908,SERVICIOS DE COMBUSTIBLES SANTA FE E.I.R.L.,20509964921,"AA.HH. LAS PALMERAS MZ. C, LT. 14 (ANTES SERPENTÍN DE PASAMAYO KM. 45.9 PANAMERICANA NORTE)",ANCON,53
17910,AEROSERVICIOS S.A.C.,20224279893,CARRETERA PANAMERICANA NORTE KM. 42,SANTA ROSA,81
17944,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,20330033313,"AV. ARICA 481, ESQUINA CON JR. GENERAL VARELA Y JR. REBECA OQUENDO",BREÑA,717
17945,ESTACION DE SERVICIOS NUEVO PROGRESO S.A.C.,20514059196,"AV. PACHACUTEC CON AVENIDA Nº 4. LT. 2, 3, 4, 5. AAHH NUEVO PROGRESO",VILLA MARIA DEL TRIUNFO,332
17946,E.G.A. EMPRESARIAL S.A.C.,20266569824,AV. EL DERBY 109 ESQUINA CON LA AV. EL POLO,SANTIAGO DE SURCO,494
17947,ESTACION DE SERVICIO NIAGARA S.R.L.,20343883936,"CALLE ELVIRA GARCIA Nº 2790,2794 Y 2796",LIMA,11
17947,ESTACION DE SERVICIO NIAGARA S.R.L.,20343883936,"ESQ. AV. RAMON HERRERA Y CALLE ELVIRA GARCIA Nº 2790,2794 Y 2796 URB. LOS CIPRESES MANZANA H-1, LTS.",LIMA,98
17949,ASIA GRIFOS Y SERVICIOS GENERALES S.A.C. - AGRISER S.A.C.,20513679875,AV. PUENTE PIEDRA N° 1218 KM.32 PANAMERICANA NORTE,PUENTE PIEDRA,485
17950,REPRESENTACIONES Y ASOCIADOS MICSA S.A.C.,20536886673,"AV. SALVADOR ALLENDE CON AV. MANCO CAPAC, LOTE 9, MZ. N2",VILLA MARIA DEL TRIUNFO,179
17952,NEGOCIACION KIO S.A.C.,20512081372,CARRETERA PANAMERICANA SUR KM. 25.62,LURIN,813
17953,REPSOL COMERCIAL  S.A.C.,20503840121,AV. ROOSEVELT N° 5672 ESQ. AV. MONSEÑOR ROCA Y BOLOÑA N° 385,MIRAFLORES,1084
18289,GASBRA S.A.C.,20507401881,AV. PASEO DE LA REPUBLICA ESQUINA CON AV. ISABEL LA CATOLICA,LA VICTORIA,574
18297,CELINDA CHAVEZ FLORES,10080675343,ASOC. PRO VIVIENDA LAS VIOLETAS MZ. S LT. 2,SAN JUAN DE LURIGANCHO,56
18307,APOLLOS MARKET S.A.C.,20508896701,AV. PROLONGACION IQUITOS CDRA. 25 S/N.,LINCE,485
18351,ASESORIA COMERCIAL S.A.,20100094569,AV REPUBLICA DE PANAMA  3690-3696,SAN ISIDRO,1090
18385,LEIDA PEREGRINA ROMERO BORJA,17160341181,AV. PAUL POBLET LIND MZ. 37 LOTE 1,PACHACAMAC,140
18401,GASOLINERAS  S.A.C.,20101313833,AV. 28 DE JULIO 159. ESQUINA CON AV. BRASIL,LIMA,1217
18429,COESTI S.A.,20127765279,AV. PASEO DE LA REPUBLICA Nº 3890 CON AV. ARAMBURU,SAN ISIDRO,650
18440,GRIFOS DIANA S.A.C.,20430857861,"AV. MEXICO 700, ESQUINA CALLE JUAN CASTRO",LA VICTORIA,973
18501,ROOSSEVELT INVERSIONES GENERALES S.R.L.,20552145811,ESQ. AV. ENCALADA CON AV. HUANCARAMA (EX-AV. FERROCARRIL) MZ. A3 LTS. 12 Y 13. URB. LAS PRADERAS,SANTA ANITA,147
18533,PEREGRINA TRONCOS ABAD VDA. DE GALVEZ,10067409367,"AV. CHINCHAYSUYO Nº 402 - 404, URB. TAHUANTINSUYO",INDEPENDENCIA,136
18550,REPSOL COMERCIAL S.A.C.,20503840121,"AV. ALAMEDA SUR INTERSECCION CON LA AV. SAN MARCOS TERCERA ETAPA, SECTOR 2, MZ. C3-1 LT.1",CHORRILLOS,835
18555,REPSOL COMERCIAL S.A.C.,20503840121,"AV. SEPARADORA INDUSTRIAL N° 3085, MZ. N, LOTES 7 AL 17, URB. MAYORAZGO",ATE,1028
18558,GRIFO SAN IGNACIO S.A.C.,20100075858,"AV. ALFREDO MENDIOLA S/N, ALTURA KM. 21.5 CARRETERA PANAMERICANA NORTE",SAN MARTIN DE PORRES,531
18567,REPSOL COMERCIAL S.A.C.,20503840121,JOSE GALVEZ BARRENECHEA Nº 520,SAN ISIDRO,860
18571,GRUPPE AR S.A.C.,20511978794,"AV. UNIVERSITARIA N° 9957, MZ-A1, LT 4, 5, 6 Y 7 - URB. LA ALBORADA",COMAS,504
18574,SERVICENTRO JULIA S.A.C.,20507909168,AV. JAVIER PRADO OESTE Nº 900-944-950-956. ESQUINA CON AV. JUAN DE ALIAGA,MAGDALENA DEL MAR,767
18622,YACHT CLUB ANCÓN,20137399866,MALECON SAN MARTIN N° 873,ANCON,36
18639,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,20330033313,AV. REPÚBLICA DE PANAMÁ N° 5160,SURQUILLO,474
18655,IBIZA INVERSIONES GENERALES S.R.L.,20552147864,ESQ. AV. LOS CHANCAS DE ANDAHUAYLAS CON LA AV. LA ENCALADA. MZ. L. LOTES 7 Y 8. COOPERATIVA LOS CHANCAS DE ANDAHUAYLAS,SANTA ANITA,42
18666,LUCILA GONZALES HURTADO DE PALACIOS,10084430809,"ESQUINA DE LA AV. CANTA CALLAO Y LOS DOMINICOS MZ. E LOTE 7, URB. LAS BRISAS DE SANTA ROSA",SAN MARTIN DE PORRES,30
18666,SHIMA INVERSIONES BARRANCA E.I.R.L.,20602877818,"ESQUINA DE LA AV. CANTA CALLAO Y LOS DOMINICOS MZ. E LOTE 7, URB. LAS BRISAS DE SANTA ROSA",SAN MARTIN DE PORRES,48
18687,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,20330033313,AV. ANDRES AVELINO CACERES N° 120 ESQ. CON AV. RICARDO PALMA,MIRAFLORES,666
18704,CORPORACION GEAMAR  S.A.C.,20417752979,"AV. CARLOS  IZAGUIRRE  MZ. D LTES. 4, 5 Y 6.  URBANIZACION CALIFORNIA",SAN MARTIN DE PORRES,100
18709,NEGOCIACIONES J.C.A. S.R.L.,20378937061,AV. NICOLAS DE PIEROLA ESQ. CON CALLE 20 MZ. K LOTE 8 COOPERATIVA DE VIVIENDA MANYLSA LTDA N° 476,ATE,243
18818,JLF ASOCIADOS S.A.C,20521419661,"AV. SAN BORJA NORTE N° 1415 Y ESQ. CUADRA N° 8  AV. PASEO EL BOSQUE, URB. RAMÓN CASTILLA",SAN BORJA,443
18819,REPSOL COMERCIAL S.A.C.,20503840121,AV. PASEO DE LA REPUBLICA N° 301,LA VICTORIA,1246
18820,GLOBAL FUEL S.A.,20565643496,AV. COMANDANTE ESPINAR Nº 585 ESQUINA CON LA AV. ANGAMOS,MIRAFLORES,384
18820,REPSOL COMERCIAL S.A.C,20503840121,AV. COMANDANTE ESPINAR Nº 585 ESQUINA CON LA AV. ANGAMOS,MIRAFLORES,485
18821,REPSOL COMERCIAL S.A.C,20503840121,AV. BENAVIDES N° 2849,MIRAFLORES,1187
18822,REPSOL COMERCIAL S.A.C.,20503840121,AV. REPUBLICA DE ARGENTINA N° 2501 ¿ 2505 CON JR. LEONARDO ARRIETA N° 760 - 786,LIMA,827
18824,REPSOL COMERCIAL  S.A.C.,20503840121,"AV. TINGO MARIA N° 994, ESQUINA CON AV. REPUBLICA DE VENEZUELA N° 1820",LIMA,1774
18825,GRIFO VICTORIA E.I.R.L.,20414738193,JR. JORGE CHAVEZ 1087 ESQ. JR. OLMEDO N° 498,BREÑA,317
18826,EBORCIO ALDERETE BASUALDO/ GRIFO SAN MARTIN,10068133268,AV. CANTA CALLAO ESQ. AV. SANTISIMA CRUZ DE SAN DIEGO MZ. V LTS. 2 Y 3,SAN MARTIN DE PORRES,67
18827,GRIFO SEÑOR DE HUAMANTANGA E.I.R.L.,20424210146,"AV. SAN JUAN, MZ A, LOTE 3A, PAMPA LIBRE, KM. 1.5, CARRETERA AL CENTRO NUCLEAR DE HUARANGAL",PUENTE PIEDRA,231
18828,ESTACION DE SERVICIOS EL SOL S.A.C.,20466090345,AV. SAN JUAN MZ. B-1 LT. 01- TUPAC AMARU DE VILLA,CHORRILLOS,90
18828,ESTACION DE SERVICIOS EL SOL SAC.,20466090345,AV. SAN JUAN MZ. B-1 LT. 01- TUPAC AMARU DE VILLA,CHORRILLOS,117
18830,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,20330033313,"AV. FAUSTINO SANCHEZ CARRION, ESQUINA CON AV. JUAN DE ALIAGA",MAGDALENA DEL MAR,806
18831,ABA SINGER  & CIA. S.A.C.,20100032881,AV. CUBA CDRA. 12 Y JR. HUASCAR,JESUS MARIA,228
18861,ESTACIONES  ARGUELLES  S.A.C.,20600788389,"SUB. LOTE N° 1, DE LA PARCELA 60, COOPERATIVA AGRARIA DE USUARIOS MARIA PARADO DE BELLIDO - KM. 2",CARABAYLLO,65
18863,TRANSPORTE CASSA E.I.R.L.,20501830098,CRUCE DE LA AV. 26 DE NOVIEMBRE Nº 2683 Y JR. MOCHE - AA. HH. VIRGEN DE LOURDES,VILLA MARIA DEL TRIUNFO,230
18864,INVERSIONES LUCOCIZA S.A.C.,20548742359,AV. PACHACUTEC N° 3601,VILLA MARIA DEL TRIUNFO,255
18865,OPERADORA LOGISTICA DE HIDROCARBUROS J&E S.A.C.,20451542118,ESQUINA AV. TUPAC AMARU N° 4902 CON AV. FRANCISCO BOLOGNESI,COMAS,158
18866,REPSOL COMERCIAL S.A.C,20503840121,CARRETERA PANAMERICANA SUR KM. 17 AA.HH. LAS BRISAS,SAN JUAN DE MIRAFLORES,435
18866,REPSOL COMERCIAL S.A.C (operador exclusivo de CL),20503840121,CARRETERA PANAMERICANA SUR KM. 17 AA.HH. LAS BRISAS,SAN JUAN DE MIRAFLORES,524
18868,CORPORACION DE PETROLEOS AM S.A.C.,20538275191,CALLE PURUCHUCO ESQ. CON HATUN COLLA MZ. M LT. 2 URB. MANGOMARCA BAJA,SAN JUAN DE LURIGANCHO,227
18869,SERVICENTRO Y AFINES LAS AMERICAS E.I.R.L.,20347869849,AV. LAS AMERICAS ESQUINA AV. PARINACOCHAS N° 1683,LA VICTORIA,642
18871,REPSOL COMERCIAL S.A.C.,20503840121,"AV. PRIMAVERA N° 1095, ESQUINA CON CALLE CANARIAS N° 101",SAN BORJA,1347
18872,REPSOL COMERCIAL S.A.C.,20503840121,"AV. COLONIAL N° 140, 160, 164, 178, ESQUINA CON JR. HUAROCHIRI N° 591",LIMA,1680
18873,GRUPO ARIAS S.A.C.,20505270348,"AV. LIMA ESQ. CALLE LA PAZ, URB. LOS PORTALES DE PACHACAMAC",PACHACAMAC,275
18875,IMPORTACIONES SAN PEDRO SAC,20517255221,"AV. NESTOR GAMBETTA S/N LOTIZACION LEONCIO PRADO, MZ. F, LOTE 83",PUENTE PIEDRA,120
18877,INVERSIONES Y NEGOCIOS YOLANDA E.I.R.L.,20538461904,AV. ANGELICA GAMARRA MZ. I LT. 11-C  SAN MARTIN DE PORRES,SAN MARTIN DE PORRES,67
18878,SERVICIO AUTOMOTRIZ SAN LUIS S.A.,20171517380,"AV. ALAMEDA LOS HORIZONTES N° 1070, URB. LOS CEDROS",CHORRILLOS,935
18879,GLOBAL FUEL S.A.,20565643496,AV.CAMINO REAL N° 1298,SAN ISIDRO,459
18879,REPSOL COMERCIAL S.A.C,20503840121,AV.CAMINO REAL N° 1298,SAN ISIDRO,530
18881,ENERGIGAS S.A.C,20506151547,AV. VENEZUELA N° 2180 ESQ. CON EL JR. YUNGAY,LIMA,802
18882,REPSOL COMERCIAL S.A.C.,20503840121,"AV. TUPAC AMARU, ESQ. AV. TOMAS VALLE",INDEPENDENCIA,591
18883,REPSOL COMERCIAL S.A.C,20503840121,"AV. BOLIVAR N° 330, ESQ. AV. DEL RIO",PUEBLO LIBRE,1125
19942,ESTACION DE SERVICIO HORNA S.R.L.,20510075901,ESQ. AV. SEPARADORA INDUSTRIAL N° 809,ATE,110
19943,L. DACRUZ SERVIS A & D  S.R.L.,20477779922,AV. METROPOLITANA MZ. J LOTE 42 B URB. TILDA,ATE,74
19944,PETROCORP S.A.,20372525496,AV. REPUBLICA DE VENEZUELA N° 1315,BREÑA,228
19944,REPSOL COMERCIAL S.A.C.,20503840121,AV. REPUBLICA DE VENEZUELA N° 1315,BREÑA,350
19945,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,20330033313,AV. OSCAR R. BENAVIDES N° 1380,LIMA,696
19946,ESTACION DE SERVICIOS CHACLACAYO S.A.C.,20603243979,"CARRETERA CENTRAL KM. 21.75, SECTOR PAMPA DE MORON",CHACLACAYO,40
19946,SERVICENTRO CHACLACAYO S.A.C.,20459679309,"CARRETERA CENTRAL KM. 21.75, SECTOR PAMPA DE MORON",CHACLACAYO,200
19947,ESTAGAS ANCO S.A.C.,20550781817,"AV. PUNO N° 2383, ESQ. CALLE DIAMANTE",COMAS,68
19948,REPSOL COMERCIAL S.A.C.,20503840121,AV. PRIMERO DE MAYO N° 3090,EL AGUSTINO,1599
19949,GASOCENTRO NORTE S.A.C.,20508607106,AV. GERARDO UNGER N° 3301 ESQ. CON JR. RUFINO MACEDO,INDEPENDENCIA,568
19951,EXPLORIUM SOCIEDAD ANONIMA CERRADA - EXPLORIUM S.A.C.,20514303283,ESQ. AV. NICOLAS ARRIOLA N° 2189 Y CALLE ORENGO,LA VICTORIA,69
19952,SERVICENTRO TITI S.A.C.,20385649194,ESQUINA DE AV. SAN LUIS CON PABLO PATRÓN  120 URB. SAN PABLO,LA VICTORIA,352
19953,GAZEL PERU S.A.C,20511995028,"AV. 28 DE JULIO N° 2315, ESQ. CON JR. PARINACOCHAS",LA VICTORIA,393
19953,TERPEL PERU S.A.C.,20511995028,"AV. 28 DE JULIO N° 2315, ESQ. CON JR. PARINACOCHAS",LA VICTORIA,85
19955,BAC THOR S.A.C.,20536318195,"AV. NICOLAS AYLLON Nº 680, ESQ. CON AV. MEXICO",LA VICTORIA,258
19955,TERPEL PERU S.A.C.,20511195098,"AV. NICOLAS AYLLON Nº 680, ESQ. CON AV. MEXICO",LA VICTORIA,88
19956,COESTI S.A.,20127765279,ESQ. AV. ZORRITOS S/N. CON MIGUEL BAQUERO N° 498,LIMA,448
19957,EXPLORIUM S.A.C.,20514303283,AV. VENEZUELA N° 1829 INTERSECCION AV. TINGO MARIA,LIMA,304
19958,GRIFO SAN IGNACIO S.A.C.,20100075858,AV. ARENALES N° 881. ESQ. EMILIO FERNANDEZ,LIMA,529
19959,ESTACION DE SERVICIOS GRIFO SANTA EULALIA S.R.L.,20530682197,AV. 2 DE OCTUBRE MZ. LL-1 LOTES 15 -18,LOS OLIVOS,407
19960,RUBI ERMELINDA UGAZ DE GAMARRA,10104967570,JR. INDEPENDENCIA MZ.18 LOTES 1 Y 2 SAN PEDRO DE LURIN KM 39.5,LURIN,96
19962,ABA SINGER & CIA S.A.C.,20100032881,"INTERSECCION AV. RICARDO PALMA, MARISCAL CACERES Y MARIANO ODICIO",MIRAFLORES,293
19963,REPSOL COMERCIAL S.A.C.,20503840121,AV. DEL EJERCITO N° 290,MIRAFLORES,1097
19964,GRIFOS TERESA DE CALCUTA S.A.,20251205311,CARRETERA CIENEGUILLA (AV. LA MOLINA) KM. 11.5 Y DESVIO A MANCHAY URB. MUSA,PACHACAMAC,65
19966,GRIFO SAN IGNACIO S.A.C.,20100075858,"AV. LA MARINA N° 325, ESQ. JR. TORRE TAGLE",PUEBLO LIBRE,524
19967,TRANSERVIS PACIFICO S.A.C.,20520467344,"CALLE SAN MARTIN MZ. E3, LOTE 2 - EL DORADO",PUENTE PIEDRA,75
19968,JOSCHAM S.A.C.,20205799193,"AV. LOS PROCERES Nº 199 - 199A, ESQUINA CON JR. GAMARRA",RIMAC,279
19969,SERVICENTRO SAN LUIS S.A.C.,20273363026,AV. PROCERES DE LA INDEPENDENCIA N° 5324,SAN JUAN DE LURIGANCHO,503
19972,INVERSIONES TERSIL E.I.R.L.,20429746508,AV. SANTA ROSA MZ. J LOTE 19 LOS ALAMOS,SAN JUAN DE LURIGANCHO,137
19973,GRIFOS COPA S.A.C.,20555367598,"AV. EL SOL ESQUINA CON AV. LOS ALAMOS, MZ. E. LOTES 20B Y 20A-1. URB. CANTO GRANDE",SAN JUAN DE LURIGANCHO,325
19975,GRUVENI S.R.L,20551112781,"INTERSECCION AV. CIRCUNVALACION Y CALLE V. MZ. D, LTS. 3 Y 4, COOP. DE VIVIENDA LA UNION",SAN JUAN DE LURIGANCHO,230
19976,INVERSIONES LUISAGAS S.A.C,20491998211,"ASENTAMIENTO HUMANO HÉROES DE SAN JUAN, SECTOR 5 MZ. I LT. 24",SAN JUAN DE MIRAFLORES,433
19977,YAVA S.A.C.,20107034413,AV. JUAN PABLO II N° 1294-1298,SANTIAGO DE SURCO,352
19978,GRIVAR S.A.,20184784476,AV DEFENSORES DE LIMA N° 630,SAN JUAN DE MIRAFLORES,412
19979,COMIN F.S.V. S.A.C.,20538243745,AA.HH.HEROES DE SAN JUAN MZ. 0-1 LOTE 6,SAN JUAN DE MIRAFLORES,34
19980,GAZEL PERU S.A.C.,20511995028,AV. SAN JUAN N° 895,SAN LUIS,213
19980,TERPEL PERU S.A.C.,20511995028,AV. SAN JUAN N° 895,SAN LUIS,147
19981,ESTACION SANTA RITA S.A.C.,20512308253,INTERSECCION DE LA AUTOPISTA CANTA CALLAO Y LA AV. CARLOS IZAGUIRRE,SAN MARTIN DE PORRES,853
19982,REPSOL COMERCIAL S.A.C.,20503840121,AV. UNIVERSITARIA NORTE N° 2901,SAN MARTIN DE PORRES,1021
19983,REPSOL COMERCIAL S.A.C.,20503840121,AV. TUPAC AMARU N° 1453,SAN MARTIN DE PORRES,876
19984,REPSOL COMERCIAL S.A.C.,20503840121,AV. ELMER FAUCETT N° 477-481 URB. MARANGA,SAN MIGUEL,1188
19985,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,20330033313,AV. RAFAEL ESCARDO N° 250,SAN MIGUEL,665
19986,DIEGO OSWALDO HUMARI QUISPE,10762173731,"AV. ALTO HUANCARAY MZ. B LTE. 6, ASOCIACION DE VIVIENDA SAN CARLOS",SANTA ANITA,317
19987,EMPRESA DE TRANSPORTES Y MULTISERVICIOS JUAN SAMIR Y VANESSA S.R.L.,20516037297,AV. CULTURA WARI MZ. I LT. 02 COOP. LOS CHANCAS DE ANDAHUAYLAS  (AV. CULTURA WARI ESQ. CON AV. LOS CHANCAS),SANTA ANITA,63
19988,INVERSIONES GARAY S.R.L.,20505499761,"AV. HUANCARAY MZ. A-6, LOTES DEL 44 AL 47, URB. LAS FLORES",SANTA ANITA,362
19989,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,20330033313,AV. TOMAS MARSANO Nº 4080 ESQUINA CON AV. SURCO,SANTIAGO DE SURCO,919
19990,EUROMAXX S.A.C.,20520831844,MZ. N. LOTE 5 GRUPO 20 SECTOR 1 ESQ. CON AV. MICAELA BASTIDAS,VILLA EL SALVADOR,129
19991,ESTACION DE SERVICIOS LAS CONCHITAS E.I.R.L.,20342943480,"AV PACHACUTEC Nº 6587 MZ D LOTES N° 14,16, 18-19 SANTA ROSA DE TABLADA DE LURIN",VILLA MARIA DEL TRIUNFO,184
19992,GRIFO ANDINO E.I.R.L.,20512577823,JR. GENERAL VIDAL N° 895. LOTE 2. MZ 6E - PUEBLO JOVEN SAN FRANCISCO DE LA TABLADA DE LURÍN - SECTOR PRIMERO,VILLA MARIA DEL TRIUNFO,3
19992,MAHANAIM GENERAL VIDAL S.A.C.,20602652565,JR. GENERAL VIDAL N° 895. LOTE 2. MZ 6E - PUEBLO JOVEN SAN FRANCISCO DE LA TABLADA DE LURÍN - SECTOR PRIMERO,VILLA MARIA DEL TRIUNFO,9
19993,GRIFO VALLE ALTO S.A.C.,20509466735,"CALLE SAN MARTIN DE PORRAS N° 413  MZ. 191, LOTES 18 Y 1 ETAPA V, PP.JJ. JOSE CARLOS MARIATEGUI",VILLA MARIA DEL TRIUNFO,108
19994,HYTEK AUTOGAS S.A.C.,20538122107,"MZ. C, LOTE 1, GRUPO RESIDENCIAL N° 3, PUEBLO JOVEN NUEVO PROGRESO (AV. PACHACUTEC N° 8035)",VILLA MARIA DEL TRIUNFO,157
20124,EVA JESUS LINDO ZARATE,10199287066,AV. A SUR CALLE 1 Y CALLE 2. RESIDENCIAL VILLA HERMOSA DE HUAYCAN,ATE,194
20129,COESTI S.A.,20127765279,ESQ. AV. RAUL FERRERO CON AV. ALAMEDA DEL CORREGIDOR,LA MOLINA,1167
