codigo_de_osinergmin,razon_social,ruc,direccion,distrito,n
20130,GRIFO VALCARD S.R.L.,20501500209,"AV. SANTA ROSA DE LIMA MZ. K1 LOTES 17-18, URB. LA HUAYRONA",SAN JUAN DE LURIGANCHO,322
20130,GRIFO VALCARD S.R.L.,20501500209,AV. SANTA ROSA DE LIMA Nº 2091 - URB. LA HUAYRONA,SAN JUAN DE LURIGANCHO,78
20876,DEMETRIO ARIAS ARZAPALO,10040559138,AV. PROCERES DE LA INDEPENDENCIA N° 3810-A ESQ. JR. LOS SOCIOLOGOS URB. MARISCAL CACERES,SAN JUAN DE LURIGANCHO,268
20982,ESTACION DE SERVICIOS LOS OLIVOS S. A. C.,20473935407,"AV. UNIVERSITARIA CDRA. 51, ESQUINA CON CALLE A",LOS OLIVOS,438
21001,KRE S.A.,20298506581,AV. GUARDIA CIVIL N° 1109 ESQ. CON AV. DEL PARQUE SUR N° 314,SAN ISIDRO,565
21003,PETRO EXPLORIUM S.A.C.,20523706803,AV. MARIA REICHE S/N. CON SEPARADORA INDUSTRIAL - URB. PACHACAMAC,VILLA EL SALVADOR,158
21004,LA JOYA DE SANTA ISABEL E.I.R.L.,20501568776,ESQ. AV. MIGUEL GRAU Y CALLE 4,ATE,57
21006,PETROCENTRO YULIA S.A.C.,20508196475,"AV. LA MARINA Nº 2789 ESQUINA CON AV. RAFAEL ESCARDO, URB MARANGA",SAN MIGUEL,634
21007,SERVICENTRO LA MERCED S.A.C.,20431949688,ESQ. AV. URUBAMBA CON AV. LOS INGENIEROS,ATE,172
21030,EMPRESA DE TRANSPORTES Y SERVICIOS ALMIRANTE MIGUEL GRAU S.A.,20140421058,"AV. COLECTORA CUADRA 4, MZ. A - 19 LT. 3",SANTA ANITA,182
21031,GRIFO SAN IGNACIO S.A.C.,20100075858,ESQ. AV. HUAYLAS N° 600 CON JR. JUSTO NAVEDA N° 121,CHORRILLOS,488
21032,COESTI S.A.,20127765279,AV. GUARDIA CIVIL N° 333,CHORRILLOS,367
21032,COESTI S.A.,20127765279,AV. GUARDIA CIVIL NRO. 333,CHORRILLOS,1236
21035,INVERSIONES VENTURA A&R E.I.R.L.,20521194724,"AV. MIGUEL IGLESIAS MZ. J, LT. 8, COOPERATIVA DE VIVIENDA SAN MIGUEL DE APURIMAC",SAN JUAN DE MIRAFLORES,55
21036,REPSOL COMERCIAL S.A.C.,20503840121,"AV. GUARDIA CIVIL N° 723 - 709 - 715, ESQUINA CON LA AV. EL OL N° 1297 - 1283 - 1275 - 1265, URB. LA CAMPIÑA",CHORRILLOS,543
21036,REPSOL COMERCIAL S.A.C.,20503840121,"AV. GUARDIA CIVIL N° 723 - 709 - 715, ESQUINA CON LA AV. EL SOL N° 1297 - 1283 - 1275 - 1265, URB. LA CAMPIÑA",CHORRILLOS,598
21038,SERVICIOS GAIA S.A.C.,20548243948,"AV. TUPAC AMARU, ALTURA KM. 23 CARRETERA CANTA",CARABAYLLO,52
21052,COESTI S.A.,20127765279,AV. MARISCAL OSCAR R. BENAVIDES Nº 871 (ANTES: AV. COLONIAL ESQ. AV. TINGO MARIA),LIMA,1018
21053,BAKTUN 13 E.I.R.L.,20551782752,AV. GRAN CHIMU Nº 1412,SAN JUAN DE LURIGANCHO,206
21054,COESTI S.A.,20127765279,"AV. SANTIAGO DE SURCO N° 3291, ESQUINA CON LOS ALAMOS LOTES 4 Y 5",SANTIAGO DE SURCO,953
21055,ASESORIA COMERCIAL S.A.,20100094569,AV. JAVIER PRADO N° 2520-2530-2540-2550,SAN BORJA,590
21058,COMARSA Y CIA. S.R.L.,20471884741,"AV. FELIPE MENDIZABAL MZ. K, LTS. 3 Y 4",CARABAYLLO,57
21096,GRUPO AZAÑERO INVERSIONISTAS EN COMBUSTIBLES S.A.C.,20550418658,AV. HEROES DEL ALTO CENEPA MZ. B LOTE 13 URB. CHACRA CERRO,COMAS,95
21163,INVERSIONES M Y E S.A.C.,20518633482,AV. JOSE CARLOS MARIATEGUI ESQ. CALLE B-8 - HUAYCAN,ATE,135
21202,AMADA RAQUEL SOTELO RUEDA,10089136844,"ESQ. AV. EL SOL CON AV. PASTOR SEVILLA, SECTOR 2, GRUPO 21-A, MZ. ZC, LT. C",VILLA EL SALVADOR,228
21203,DISTRIBUIDOR MINORISTA DE PRODUCTOS LIQUIDOS S.A.C.,20451751621,"MZ D, LOTE 2 (INTERSECCION DE AV. CANTA CALLAO Y AV. LOS OLIVOS) ASOCIACION DE VIVIENDA MONTE AZUL",SAN MARTIN DE PORRES,107
21204,GRIFOS ESTRELLA DE DAVID E.I.R.L.,20440135502,AV. UNIVERSITARIA MZ. C LTS. 32 Y 33 URB. SAN EULOGIO,COMAS,238
21329,RAUL HUMBERTO SOLIER REYNOSO,10089728661,AV. JOSE CARLOS MARIATEGUI N° 3310 ESQ. CON AV. ISIDORO SUAREZ,VILLA MARIA DEL TRIUNFO,13
21329,RAUL SOLIER REYNOSO,10089728661,AV. JOSE CARLOS MARIATEGUI N° 3310 ESQ. CON AV. ISIDORO SUAREZ,VILLA MARIA DEL TRIUNFO,40
21358,COESTI S.A.,20127765279,"PANAMERICANA SUR KM. 30 - PARCELA B21, PARCELA B21 A1, EX FUNDO SAN PEDRO",LURIN,1041
21397,NESTOR SALCEDO GUEVARA,10090647879,CARRETERA CENTRAL KM. 16.50,ATE,973
21446,LIMA BANDA S.A.C.,20101312519,AV. CARLOS IZAGUIRRE 220 Z.I. PANAM. NORTE,INDEPENDENCIA,176
21446,LIMA BANDA S.A.C.,20101312519,AV. CARLOS IZAGUIRRE N° 220 ESQUINA CON CALLE  NAPO,INDEPENDENCIA,63
21482,MIOLENA S.A.,20387477463,"AV. CANTA CALLAO Y CALLE 2 - MZ. F, LT. 19 - 22, 38, 39, URB. BRISAS DE STA ROSA",SAN MARTIN DE PORRES,106
21510,SERVICIOS MULTIPLES POGAS S.A.C.,20537220831,"AV. 26 DE NOVIEMBRE N° 2415, ESQUINA CON CALLE ZAÑA, AA.HH. NUEVA ESPERANZA",VILLA MARIA DEL TRIUNFO,52
21557,GRIFO PARQUE INDUSTRIAL EL ASESOR S.A.C.,20544369556,ESQUINA AV. C Y CALLE 5 PARQUE INDUSTRIAL EL ASESOR,ATE,36
21558,REPSOL COMERCIAL S.A.C,20503840121,"AV.EL SOL N° 697 , ESQUINA CON AV. REPUBLICA DE PANAMA",BARRANCO,1511
21660,E & A INVERSIONES S.A.,20292832223,"AV. CENTRAL CDRA. 6, SECTOR 1, GRUPO 3, MZ. J, LTS. 1,2 Y 24",VILLA EL SALVADOR,367
21665,COESTI S.A.,20127765279,ESQ. AV. LA PAZ Y AV. ARMENDARIZ N° 575,MIRAFLORES,562
31927,OPERACIONES ARGUS SA.C.,20510372515,AV. IQUITOS N° 1100. ESQUINA CON JIRON ITALIA N° 100,LA VICTORIA,1011
31927,REPSOL COMERCIAL S.A.C.,20503840121,AV. IQUITOS N° 1100. ESQUINA CON JIRON ITALIA N° 100,LA VICTORIA,175
33179,GAZEL PERU S.A.C.,20511995028,"AV. LAS PALMERAS MZ. A1 LOTES 2-3, ESQUINA CON AV. NARANJAL, URB. PARQUE NARANJAL II ETAPA",LOS OLIVOS,360
33179,TERPEL PERU S.A.C.,20511995028,"AV. LAS PALMERAS MZ. A1 LOTES 2-3, ESQUINA CON AV. NARANJAL, URB. PARQUE NARANJAL II ETAPA",LOS OLIVOS,105
33342,COESTI S.A.,20127765279,AV. AVIACIÓN CDRA 15 S/N OVALO ARRIOLA,LA VICTORIA,1243
33457,ELSA SOLEDAD SANCHEZ SUCARI,10085552436,AV. EDUARDO HABICH N° 678 ESQUINA CON EL JR. JOSE SABOGAL,SAN MARTIN DE PORRES,16
33657,LUISA ANGELICA TORRES VASQUEZ,10074825759,"AV. NICOLAS AYLLON (CARRETERA CENTRAL) KM 12, SUBLOTE A DEL FUNDO SAN JUAN DE PARIACHI",ATE,65
33678,ESTACION DE SERVICIOS PERCY CAR S.R.L.,20510511655,"AV. PASTOR SEVILLA Y AV. MARIA REICHE, MZ. ""A"" LOTES 6, 7, 8 Y 9 SECTOR 2, 4TA ETAPA URB. PACHACAMAC",VILLA EL SALVADOR,32
33678,ESTACION DE SERVICIOS PERCY CAR S.R.L.,20510511655,"AV. PASTOR SEVILLA Y AV. MARIA REICHE, MZ. A, LOTES 6 Y 7, SECTOR 2, 4TA ETAPA, URB. PACHACAMAC",VILLA EL SALVADOR,52
34011,MARCELA GALVEZ MENDOZA,17113221313,AV. EL SOL N° 645,VILLA MARIA DEL TRIUNFO,141
34149,EL INCOMPRENDIDO S.A.C.,20544098421,"AV. VILLA MARIA DEL TRIUNFO N° 1988, ESQUINA CON CALLE INDEPENDENCIA, MZ. H-19 LOTE 15",VILLA MARIA DEL TRIUNFO,17
34178,SERVICIOS MULTIPLES SANTA CECILIA S.A.C.,20517710955,"AUTOPISTA RAMIRO PRIALE KM 8.5, MZ. A, SUBLOTE 54-B, CENTRO POBLADO MENOR DE SANTA MARIA DE HUACHIPA",LURIGANCHO,930
34179,INVERSIONES MICE S.A.C.,20537605899,"AV. MARIA REYCHE Y SEPARADORA INDUSTRIAL IV ETAPA, URB. PACHACAMAC",VILLA EL SALVADOR,273
34457,SERVICENTRO PASAMAYO S.A.C.,20510422121,"CARRETERA PANAMERICANA NORTE KM. 34 Y CALLE SANTA ROSA MZ. K-1. LT. 12, CENTRO POBLADO ZAPALLAL",PUENTE PIEDRA,149
34548,ESTACION DE SERVICIOS SAN JOSE S.A.C,20175642341,"AV. LUNA PIZARRO N° 1212, 1216, 1220 ESQ. CALLE FRANCIA N° 584, 598",LA VICTORIA,43
34548,ESTACION DE SERVICIOS SAN JOSE S.A.C.,20175642341,"AV. LUNA PIZARRO N° 1212, 1216, 1220 ESQ. CALLE FRANCIA N° 584, 598",LA VICTORIA,94
34612,EMPRESA DE TRANSPORTES Y SERVICIOS EL SOL DE SANTA CLARA S.A.,20123668686,AV. SAN ALFONSO (LOTE 58) - SANTA CLARA,ATE,23
34612,EMPRESA DE TRANSPORTES Y SERVICIOS EL SOL DE SANTA CLARA S.A.,20123668686,ESQUINA AV. MIGUEL GRAU Y AV. SAN ALFONSO (LOTE 58) - SANTA CLARA,ATE,48
34649,ESCOH S.A.C.,20517767396,"ESQ. AV. DE LA FRATERNIDAD CON LA CALLE 19, MZ W-1, LOTES 15-16, AAHH. ENRIQUE MONTENEGRO",SAN JUAN DE LURIGANCHO,127
34649,ESTACION DE COMBUSTIBLES HUARAZ S.A.C.,20517767396,"ESQ. AV. DE LA FRATERNIDAD CON LA CALLE 19, MZ W-1, LOTES 15-16, AAHH. ENRIQUE MONTENEGRO",SAN JUAN DE LURIGANCHO,262
34671,GRIFO SANTA ROSA S.A.,20160598388,"AV. BAUZATE MEZA N° 800, ESQUINA JR. MENDOZA MERINO",LA VICTORIA,79
34671,GRIFO SANTA ROSA S.A.,20160598388,"AV. BAUZATE Y MEZA N° 800, ESQUINA JR. MENDOZA MERINO",LA VICTORIA,61
34770,REPSOL COMERCIAL S.A.C.,20503840121,"ESQ. AV. LOS INGENIEROS Y AV. SEPARADORA INDUSTRIAL N° 2503, MZ. E LOTE 14-2, URB. STA. RAQUEL 2DA. ETAPA",ATE,2016
34801,GRIFO NUEVO LURIN S.C.R.L.,20503089794,CALLE 5 MZ. F LT 01 URB. PROVIESA UNIVERSAL (NUEVO LURIN),LURIN,206
34801,GRIFO NUEVO LURIN S.C.R.L.,20503089794,CALLE 5 MZ. F LT 1 URB. PROVIESA UNIVERSAL (NUEVO LURIN),LURIN,358
34805,INVERSIONES KENY S.A.C.,20547699115,"ESQ. AV. MICAELA BASTIDAS Y MATEO PUMACAHUA  SECTOR I, GRUPO 16 MZ. K, LT. 5 Y 6",VILLA EL SALVADOR,95
34928,ESTACION DE SERVICIOS MIRWAL S.A.C.,20502794648,"AV. MIGUEL IGLESIAS ESQUINA CON AV. ANDRÉS A. CÁCERES, MZ. E, LTS. 14 Y 15, AA.HH. HÉROES DE SAN JUAN",SAN JUAN DE MIRAFLORES,199
35025,REPRESENTACIONES CASASI  S.A.,20168494301,ESQUINA AV. EL POLO Y AV. RAUL FERRERO (CLUB GOLF LOS INCAS N° 493  MZ. C  LT. 13),SANTIAGO DE SURCO,499
35059,REPSOL COMERCIAL S.A.C.,20503840121,AV. PRIMAVERA N° 1204 - 1212 ESQ. CON CALLE JERONIMO DE ALIAGA,SANTIAGO DE SURCO,1530
35251,MOLIGRIFO S.A.C.,20557284029,"AV. DEFENSORES DEL MORRO (ANTES HUAYLAS) N° 2671. MZ. Z-1, LTS. 1, 2, 3, 4 Y 5. URB. SANTA LEONOR",CHORRILLOS,543
35335,GRIFO PUNCHAUCA E.I.R.L.,20433463774,CARRETERA LIMA - CANTA KM. 25,CARABAYLLO,88
35357,REPRESENTACIONES E INVERSIONES CAMAMA S.A.C.,20537221136,"ESQ. AV. SAN JUAN Y CALLE CAJAMARCA MZ. R-10 LT. 12, SECTOR LEONCIO PRADO - PAMPLONA ALTA",SAN JUAN DE MIRAFLORES,63
35408,EXPLORIUM S.A.C.,20514303283,ESQ. AV. PROCERES DE LA INDEPENDENCIA (EX-WIESSE) / AV. AMPLIACION MARISCAL CACERES MZ P15 LT 124,SAN JUAN DE LURIGANCHO,114
35624,ESTACION DE SERVICIO DON JULIAN E.R.I.L.,20506192570,AV SANTA ROSA N° 333,ATE,64
36159,BEZIM GROUP S.A.,20545524911,"MZ. C LOTE 38, AAHH HEROES DE SAN JUAN, SECTOR 5 FRENTE A LA AV. MARIANO PASTOR SEVILLA (ANTES AV. PASTOR SEVILLA CRUCE CON LA AV. LOS GERANIOS)",SAN JUAN DE MIRAFLORES,165
36832,VAL TRADING S.A.C.,20100625513,AV. SEBASTIAN LORENTE N° 698,LIMA,474
37044,RED OPERADORA DE ENERGIA S.A.C.,20491942852,AV. PACHACUTEC N° 1700,VILLA MARIA DEL TRIUNFO,1389
37334,HI GAS S.A.C,20507463305,AV PROLOGACIÓN JUAN LECAROS S/N ESQ. AV COPACABANA - URB LOS CRISANTEMOS,PUENTE PIEDRA,348
37334,HI GAS S.A.C.,20507463305,AV PROLOGACIÓN JUAN LECAROS S/N ESQ. AV COPACABANA - URB LOS CRISANTEMOS,PUENTE PIEDRA,133
37439,COMERCIAL BIGIL E.I.R.L.,20523998740,"AV. LOS PRÓCERES MZ H,  LOTE 1A  APV. COMPRADORES DE TERRENOS - CAMPOY",SAN JUAN DE LURIGANCHO,18
37439,MULTISERVICIOS LENFANG S.A.C.,20603032552,"AV. LOS PRÓCERES MZ H,  LOTE 1A  APV. COMPRADORES DE TERRENOS - CAMPOY",SAN JUAN DE LURIGANCHO,16
37548,IBIZA INVERSIONES GENERALES S.R.L.,20552147864,"AV. JOSE GABRIEL CONDORCANQUI N° 1101-1103,  URB. TUPAC AMARU",INDEPENDENCIA,155
37610,REPSOL COMERCIAL S.A.C.,20503840121,AV. COLONIAL N° 1817 - 1821,LIMA,1131
37654,INVERSIONES GOLD STAR E.I.R.L.,20549450785,AV. TUPAC AMARU KM. 17.5 MZ. B1 LT. 1-3 ASOC. DE VIVIENDA SANTA ROSA DE PUNCHAUCA,CARABAYLLO,101
37654,INVERSIONES NORTH STAR E.I.R.L.,20549588035,AV. TUPAC AMARU KM. 17.5 MZ. B1 LT. 1-3 ASOC. DE VIVIENDA SANTA ROSA DE PUNCHAUCA,CARABAYLLO,100
37795,IMPORTACIONES EXPORTACIONES SAN LUIS S.A.,20117813143,AV. NICOLAS ARRIOLA N° 2140 ESQ. CON AV. SAN LUIS,SAN LUIS,285
37966,LX Y LX S.R.L.,20505682611,ANTIGUA CARRETERA PANAMERICANA SUR KM 37 ESQ CALLE 1 Y AV CENTRAL MZ P2 LT 15 URB NUEVO LURIN,LURIN,48
38158,MULTISERVICIOS SANTA URSULA S.A.C.,20501420949,ESQUINA DE LA AV. CENTRAL CON LA AV. HUANDOY MZ. H LT. 12 13 Y 14,LOS OLIVOS,537
38192,CONSORCIO KINZUKO S.A.C.,20501683109,"AV. CANTA CALLAO -  MZ. J, LT. 16, 17, 18 Y 19. URB LAS BRISAS",SAN MARTIN DE PORRES,232
38208,INVERSIONES SATELITE S.A.C.,20504968058,AV. PEDRO MIOTTA N° 800-810 Y AV. BELISARIO SUAREZ,SAN JUAN DE MIRAFLORES,765
38507,ESTACION PACHACUTEC S.A.C.,20507458999,AV. DEFENSORES DE LIMA Y JR. TORRES PAZ PAMPLONA BAJA,SAN JUAN DE MIRAFLORES,795
38655,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,20330033313,AV. AVIACION N° 4524 ESQUINA CON LA AV. VILLARAN,SURQUILLO,799
38662,GRIFOS ESPINOZA S.A.,20100111838,"AUTOPISTA PANAMERICANA SUR KM 18.5, SUB LOTE 29 - A, FUNDO VILLA BAJA",SAN JUAN DE MIRAFLORES,767
38667,SERVICENTRO EL ASESOR S.A.C.,20390606479,"AV HUAROCHIRI N° 905, ESQUINA CON AV. HUANCARAY, MZ. H1, LOTES 2,3,4,5 Y 6 URB. EL ASESOR",SANTA ANITA,1538
38701,TRANSPORTES LAS VEGAS SA,20100181704,AV. ALFREDO MENDIOLA 6200 URB. MOLITALIA (PANAMERICANA NORTE KM. 20),LOS OLIVOS,740
38716,FLORES & LINE S.A.C.,20511067333,"AV. SAN MARTIN KM. 18.5, ESQ. CON CALLE RICARDO PALMA, MZ. H, LOTE N° 4, ZONA F, CENTRO POBLADO TAMBO VIEJO",CIENEGUILLA,489
39167,OPERACIONES & SERVICIOS GENERALES S.A.,20210975862,CIRCUITO DE PLAYAS - PLAYA MARBELLA,MAGDALENA DEL MAR,167
39248,ESTACION DE SERVICIOS LURIN S.A.C.,20478967111,"ANTIGUA CARRETERA PANAMERICANA SUR KM. 31, MZ. C LT.2 HUERTOS DE VILLENA",LURIN,263
39429,SERVICENTRO MALI S.A.C.,20392883208,JR. HUMBOLDT CON PROLONGACION HUAMANGA N° 619 (BERMA CENTRAL),LA VICTORIA,104
39783,ENERGIGAS S.A.C.,20506151547,"AV. LA MARINA N° 589, ESQUINA CON AV. SUCRE N° 1201-1203",PUEBLO LIBRE,56
40353,GASBRA S.A.C.,20507401881,AV. CIRCUNVALACION Nº 377. ESQ. CON PROLONGACION BENAVIDES,SANTIAGO DE SURCO,442
40437,GRUPO ALMONACID S.A.C.,20524280419,"AV. LOS PROCERES MZ . NN-2, LOTES 1-6 URB. PUERTA DE PRO 2DA ETAPA",LOS OLIVOS,300
40566,GRIFO LIBERTAD S.A.,20289953427,AV. HEROES DEL DEL CENEPA ESQUINA CON LA CALLE D AA.HH SANTA MARIA,SAN JUAN DE LURIGANCHO,65
40709,COESTI S.A.,20127765279,"AV. LA MOLINA Nº 580, ESQ. CON LA CALLE LAS MANDARINAS",LA MOLINA,1527
40731,H & P INGENIERÍA LÍQUIDA S.A.C.,20538333736,"AV. LOS DOMINICOS MZ. U, LT.18 - URBANIZACIÓN LOS CIPRESES",SAN MARTIN DE PORRES,106
40975,NEGOCIACIONES COMERCIALES SANTA OLGA S.A.C.,20459310488,AV. JOSE CARLOS MARIATEGUI MZ. H LOTE 24-COOP. DE VIVIENDA HUANCAYO,EL AGUSTINO,84
40978,SERVICENTRO EL PIONERO E.I.R.L.,20502669401,MZ C1   LOTE 20 A2 EL CLUB,LURIGANCHO,13
40978,SERVICENTRO EL PIONERO E.I.R.L.,20502669401,"MZ. C1 LOTE 20 A2, URB. EL CLUB DE HUACHIPA",LURIGANCHO,28
41270,EL INCOMPRENDIDO S.A.C.,20544098421,AV. CANTA CALLAO MZ. A LOTE 16 URB. MI TERRUÑO,SAN MARTIN DE PORRES,4
41270,EMPRESA DE SERVICIOS DAYNE S.A.C.,20511382875,"AV. CANTA CALLAO MZ. A, LOTE 16, URB. MITERRUÑO",SAN MARTIN DE PORRES,2
41310,ESTACION DE SERVICIO VIRGEN DE LAS NIEVES S.A.C. - ESVDN S.A.C.,20517072908,AV. CARRETERA CENTRAL KM. 13.5,ATE,198
41375,REPSOL COMERCIAL S.A.C.,20503840121,AV. ANGAMOS ESTE N° 1715 ESQ. CON CALLE UNO,SURQUILLO,118
41440,AVRIL COMPAÑIA DE ENERGIA Y CONSTRUCCION S.A.C,20546240852,PANAMERICANA NORTE KM. 26.5 MZ. C LOTE 5-RESIDENCIAL SAN PEDRO,PUENTE PIEDRA,29
41440,EMPRESA SUVAR S.A.C.,20546240852,PANAMERICANA NORTE KM. 26.5 MZ. C LOTE 5-RESIDENCIAL SAN PEDRO,PUENTE PIEDRA,45
41487,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,20330033313,"INTERSECCION DE LA AV. UNIVERSITARIA Y AV. ANGELICA GAMARRA (LT. 01-B), URB. SANTO TOMAS DE GARAGAY",SAN MARTIN DE PORRES,686
41488,H M INVERSIONES Y SERVICIOS S.A.,20308556124,"AV. CANTO GRANDE N° 401, MZ I, LOTE 5, URB CANTO BELLO",SAN JUAN DE LURIGANCHO,129
41547,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,20330033313,"AV. JORGE CHAVEZ N° 870 - 877, ESQ. AV. ROOSVELT",SANTIAGO DE SURCO,446
41562,INVERSIONES Y COMISIONES CAMM & GMP S.A.C.,20392489305,"JR. CUSCO MZ.E-8 LOTE 14 A1, TABLADA DE LURIN",VILLA MARIA DEL TRIUNFO,13
41707,NEGOCIACION  YA  E.I.R.L.,20511995702,"AV. WIESSE, MZ. K-19, LOTE L-15",SAN JUAN DE LURIGANCHO,180
41707,NEGOCIACION YA E.I.R.L.,20511995702,AV. WIESE MZ K-19 LOTE L-15,SAN JUAN DE LURIGANCHO,48
41728,GRIFOS ESPINOZA S.A.,20100111838,ESQ. AV. MICAELA BASTIDAS Y CALLE 8 MZ I GRUPO 19,VILLA EL SALVADOR,318
41779,ADA CECILIA MONTERO ZURICHAQUI,10444711154,"AV JOSE CARLOS MARIATEGUI S/N MZ H, LOTES 16 Y 17, SECTOR III, GRUPO 9",VILLA EL SALVADOR,96
41993,INVERSIONES MAMA OLGA S.A.C.,20492192610,ESQ. DE LA AV. JOSE CARLOS MARIATEGUI N° 2510 CON LA CALLE 15 DE JUNIO,ATE,6
42236,SERVICIOS Y GRIFOS CAMARENA S.A.,20256929008,"ESQ. AV. UNIVERSITARIA Y AV. RIO CHILLON (CALLE CAMINO REAL), MZ. Q LOTE 01, URB. PROGRESIVA SANTA ROSA",CARABAYLLO,67
42387,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,20330033313,"CARRETERA CENTRAL KM. 16 (AV. NICOLAS AYLLON S/N, MZ. A, LOTE 1, PROGRAMA DE VIVIENDA LAS PRADERAS)",ATE,898
42755,ANEGADA S.A.C.,20109284786,AV. JAVIER PRADO ESTE  N° 311,SAN ISIDRO,536
42769,OPERACIONES ARGUS S.A.C.,20510372515,"AV. NICOLAS DUEÑAS N° 606, 610, 616 (ANTES AV. NICOLAS DUEÑAS N° 590. CDRA 17 DE LA AV. ARGENTINA)",LIMA,824
42769,REPSOL COMERCIAL S.A.C.,20503840121,"AV. NICOLAS DUEÑAS N° 606, 610, 616 (ANTES AV. NICOLAS DUEÑAS N° 590. CDRA 17 DE LA AV. ARGENTINA)",LIMA,193
42967,GRIFO EL ECONOMICO MELCHORITA S.A.C.,20503631556,JR. ANDRES AVELINO CACERES N° 995 MZ. 209 LT 11 VALLECITO ALTO,VILLA MARIA DEL TRIUNFO,12
43021,EMPRESA DE SERVICIOS MULTIPLES LOS LAURELES DE MANCHAY S.A.,20379038761,"AV. VICTOR MALASQUEZ, PARCELA 7, COMUNIDAD CAMPESINA",PACHACAMAC,26
43021,EMPRESA DE SERVICIOS MULTIPLES LOS LAURELES DE MANCHAY S.A.,20379038761,"AV. VICTOR MALASQUEZ, PARCELA 7, COMUNIDAD CAMPESINA COLLANAC",PACHACAMAC,36
43023,ALVAUNSI S.A.C,20499458097,AV UNIVERSITARIA ESQ. CON CALLE 15 MZ Q-1 LOTES 30 Y 31 COOPERATIVA DE VIVIENDA PRIMAVERA,COMAS,64
43145,MARCELINA OCTAVIA HUARACA VARGAS,10094932845,AV. SANTA ROSA 2350 URB. SAN CARLOS,SAN JUAN DE LURIGANCHO,110
43245,GRIFOS ESPINOZA S.A.,20100111838,"CARRETERA PANAMERICANA NORTE KM. 27.5, PARCELA N° 10271- TAMBO INGA",PUENTE PIEDRA,535
43492,DELFIN LORENZO GAMEZ SANTILLAN,10069667975,"CARRETERA CENTRAL (AV. LIMA SUR) ESQUINA CON PASAJE JACARANDAES, SUB LOTE 34-B1, B2, B3",LURIGANCHO,158
43492,INVERSIONES SOL DE HUAYCAN S.A.,20504649386,"CARRETERA CENTRAL (AV. LIMA SUR) ESQUINA CON PASAJE JACARANDAES, SUB LOTE 34-B1, B2, B3",LURIGANCHO,48
43627,GRIFOS SOYUZ S.A.,20557125737,AV. MEXICO N° 333,LA VICTORIA,347
43639,ANTONIA CRUZ DOMINGUEZ,10084701730,AV. JOSE CARLOS SACO ROJAS EX HUARANGAL PARCELA N° 65 LA MOLINA - SAN DIEGO,CARABAYLLO,15
43777,ESTACION DE SERVICIO SANTA ANITA S.A.C.,20469727085,AV. METROPOLITANA MZ. C-8 LOTE 20,SANTA ANITA,307
44240,TERMINAL TERRESTRE ICA S.A.,20144298161,CARRETERA PANAMERICANA SUR KM 19.8,VILLA EL SALVADOR,620
44325,FULL OILS PETRO S.A.C,20517849368,AV. REVOLUCIÓN N° 2976 5TA ZONA COLLIQUE,COMAS,165
44472,TORREBLANCA INVERSIONES GENERALES S.R.L.,20543971864,"CARRETERA LIMA - CANTA KM. 23, PARCELA 283 (EX-FUNDO CAUDEVILLA - HUACOY PUNCHAUCA)",CARABAYLLO,342
44703,ESTACION DE SERVICIOS LA PUNTA E.I.R.L.,20512026517,"JR. LA PUNTA  MZ. 3-T  LOTE 23, ESQ. CON AV. LA MOLINA, URB. EL SOL DE LA MOLINA",LA MOLINA,477
44924,ROAN INVERSIONES  SOCIEDAD ANONIMA CERRADA,20515253883,"AV.PRLNG. REVOL 3501 MZ.A LT.3,4Y5 AA.HH.SANTA ROSA COLLIQUE",COMAS,29
44926,CORPORACION Q & T S.A.C.,20514380270,AV.T.AMARU KM.22.5 ZONA DE HUACOY - AA.HH. VILLA SAN ANTONIO,CARABAYLLO,140
45081,FLORENCIA SOTO LOARDO,10198488432,AV. LOS CHANCAS CON CALLE N° 8. LOTE 26-27. ASOCIACIÓN DE VIVIENDA LOS PINOS,SANTA ANITA,177
45187,SERVICENTRO JABSA S.A.,20374914201,AV. LIMA N° 646,PUCUSANA,116
45240,ESTACION DE SERVICIOS GRIFO SANTA EULALIA S.R.L.,20530682197,"AV. UNIVERSITARIA ESQUINA CON LA AV. NARANJAL, MANZANA A, LOTES 1, 2, 3, 4, 5, 23, 24, 25 Y 26 DEL A. H. 19 DE MAYO",LOS OLIVOS,634
45439,MERRILL PERU ENTERPRISES S.A.C.,20510531923,AV. JAIME BAUZATE Y MEZA CUADRA 5,LA VICTORIA,417
45439,MERRILL PERU ENTERPRISES S.A.C.,20510531923,AV. JAIME BAUZATE Y MEZA N° 564-568,LA VICTORIA,116
45492,JUANA PONCE ZEGARRA,10103660829,"AV. TANTAMAYO (EX. AV. CHUQUITANTA) Y AV. PACASMAYO (EX. AV. ALEJANDRO BERTELLO), MZ. B LT. 1 Y 2. URB. SAN JUAN BAUTISTA",SAN MARTIN DE PORRES,147
45639,INVERSIONES Y MULTISERVICIOS APA S.A.C.,20562943847,"MZ. 37 LT. 05 3° ETAPA PARCELACION CIENEGUILLA. AV. ""A"". CARRETERA LIMA ¿ HUAROCHIRI, KM. 27.5",CIENEGUILLA,23
