"","codigo_de_osinergmin","razon_social","direccion","distrito","orden_original","bandera","glp","gnv","llanteria","islas_comb_liq","mecanico","aceite","lavado","tienda","cajero","lat","lon","tipo","tipo_bandera","con_glp","con_gnv","grifo_mas_cercano","distancia_min","distancia_avg","num_grifos_cerc","vecino_pecsa_dist","num_vecinos_pecsa","sc_pre","sc_post","tiene_mecanico","producto","fecha","mes","año","precio_de_venta","pop_2017","densidad_2017","ingresos_2012","sc","COMPRADA","vecino_pecsa_thiessen"
"31",9464,"COESTI S.A.","AV. CANADA N 1189 - 1191, ESQ. CON CALLE VICTOR ALZAMORA","LA VICTORIA",3,"PRIMAX",2,6,1,8,0,0,1,1,1,-12.08373,-77.012545,"PROPIA","PROPIA PRIMAX",1,1,100155,0.137895120567605,0.849654822182959,13,0,0,0.333333333333333,0.333333333333333,1,"DIESEL",2017-11-01,11,2017,11.565,166657,19068,1080.85,0.333333333333333,0,0
"32",9464,"COESTI S.A.","AV. CANADA N 1189 - 1191, ESQ. CON CALLE VICTOR ALZAMORA","LA VICTORIA",3,"PRIMAX",2,6,1,8,0,0,1,1,1,-12.08373,-77.012545,"PROPIA","PROPIA PRIMAX",1,1,100155,0.137895120567605,0.849654822182959,13,0,0,0.333333333333333,0.333333333333333,1,"DIESEL",2017-12-01,12,2017,11.698,166657,19068,1080.85,0.333333333333333,0,0
"33",9464,"COESTI S.A.","AV. CANADA N 1189 - 1191, ESQ. CON CALLE VICTOR ALZAMORA","LA VICTORIA",3,"PRIMAX",2,6,1,8,0,0,1,1,1,-12.08373,-77.012545,"PROPIA","PROPIA PRIMAX",1,1,100155,0.137895120567605,0.849654822182959,13,0,0,0.333333333333333,0.333333333333333,1,"DIESEL",2018-01-01,1,2018,12.165,166657,19068,1080.85,0.333333333333333,0,0
"34",9464,"COESTI S.A.","AV. CANADA N 1189 - 1191, ESQ. CON CALLE VICTOR ALZAMORA","LA VICTORIA",3,"PRIMAX",2,6,1,8,0,0,1,1,1,-12.08373,-77.012545,"PROPIA","PROPIA PRIMAX",1,1,100155,0.137895120567605,0.849654822182959,13,0,0,0.333333333333333,0.333333333333333,1,"DIESEL",2018-02-01,2,2018,12.115,166657,19068,1080.85,0.333333333333333,0,0
"35",9464,"COESTI S.A.","AV. CANADA N 1189 - 1191, ESQ. CON CALLE VICTOR ALZAMORA","LA VICTORIA",3,"PRIMAX",2,6,1,8,0,0,1,1,1,-12.08373,-77.012545,"PROPIA","PROPIA PRIMAX",1,1,100155,0.137895120567605,0.849654822182959,13,0,0,0.333333333333333,0.333333333333333,1,"DIESEL",2018-03-01,3,2018,11.995,166657,19068,1080.85,0.333333333333333,0,0
"36",9464,"COESTI S.A.","AV. CANADA N 1189 - 1191, ESQ. CON CALLE VICTOR ALZAMORA","LA VICTORIA",3,"PRIMAX",2,6,1,8,0,0,1,1,1,-12.08373,-77.012545,"PROPIA","PROPIA PRIMAX",1,1,100155,0.137895120567605,0.849654822182959,13,0,0,0.333333333333333,0.333333333333333,1,"DIESEL",2018-04-01,4,2018,12.145,166657,19068,1080.85,0.333333333333333,0,0
"37",9464,"COESTI S.A.","AV. CANADA N 1189 - 1191, ESQ. CON CALLE VICTOR ALZAMORA","LA VICTORIA",3,"PRIMAX",2,6,1,8,0,0,1,1,1,-12.08373,-77.012545,"PROPIA","PROPIA PRIMAX",1,1,100155,0.137895120567605,0.849654822182959,13,0,0,0.333333333333333,0.333333333333333,1,"DIESEL",2018-05-01,5,2018,12.74,166657,19068,1080.85,0.333333333333333,0,0
"38",9464,"COESTI S.A.","AV. CANADA N 1189 - 1191, ESQ. CON CALLE VICTOR ALZAMORA","LA VICTORIA",3,"PRIMAX",2,6,1,8,0,0,1,1,1,-12.08373,-77.012545,"PROPIA","PROPIA PRIMAX",1,1,100155,0.137895120567605,0.849654822182959,13,0,0,0.333333333333333,0.333333333333333,1,"DIESEL",2018-06-01,6,2018,12.8666666666667,166657,19068,1080.85,0.333333333333333,0,0
"39",9464,"COESTI S.A.","AV. CANADA N 1189 - 1191, ESQ. CON CALLE VICTOR ALZAMORA","LA VICTORIA",3,"PRIMAX",2,6,1,8,0,0,1,1,1,-12.08373,-77.012545,"PROPIA","PROPIA PRIMAX",1,1,100155,0.137895120567605,0.849654822182959,13,0,0,0.333333333333333,0.333333333333333,1,"DIESEL",2018-07-01,7,2018,13.09,166657,19068,1080.85,0.333333333333333,0,0
"40",9464,"COESTI S.A.","AV. CANADA N 1189 - 1191, ESQ. CON CALLE VICTOR ALZAMORA","LA VICTORIA",3,"PRIMAX",2,6,1,8,0,0,1,1,1,-12.08373,-77.012545,"PROPIA","PROPIA PRIMAX",1,1,100155,0.137895120567605,0.849654822182959,13,0,0,0.333333333333333,0.333333333333333,1,"DIESEL",2018-08-01,8,2018,13.09,166657,19068,1080.85,0.333333333333333,0,0
